vi;vj;comprimento;demanda;tipo
657;655;1.79;0.0;"SD"
655;653;2.06;0.0;"SD"
653;651;2.16;0.0;"SD"
651;649;2.23;0.0;"SD"
649;647;1.58;0.0;"SD"
647;645;1.57;0.0;"SD"
645;643;1.6;0.0;"SD"
643;641;1.53;0.0;"SD"
641;639;1.89;0.0;"SD"
639;637;1.91;0.0;"SD"
637;635;3.82;0.0;"SD"
635;633;1.92;0.0;"SD"
633;631;3.56;0.0;"SD"
631;629;3.49;0.0;"SD"
629;351;3.12;0.0;"SD"
351;348;2.51;0.0;"SD"
348;346;2.77;0.0;"SD"
346;344;2.24;0.0;"SD"
652;654;6.1;0.0;"SD"
654;656;4.54;0.0;"SD"
656;658;5.07;0.0;"SD"
658;660;5.22;0.0;"SD"
660;662;4.41;0.0;"SD"
662;664;5.54;0.0;"SD"
664;666;4.93;0.0;"SD"
666;492;5.75;0.0;"SD"
492;494;6.77;0.0;"SD"
494;496;5.79;0.0;"SD"
496;498;4.45;0.0;"SD"
498;500;1.82;0.0;"SD"
500;502;4.67;0.0;"SD"
502;504;2.47;0.0;"SD"
504;506;1.75;0.0;"SD"
506;508;1.77;0.0;"SD"
508;510;1.95;0.0;"SD"
510;512;1.74;0.0;"SD"
512;514;2.02;0.0;"SD"
514;516;1.95;0.0;"SD"
516;518;2.03;0.0;"SD"
518;520;1.68;0.0;"SD"
520;522;2.29;0.0;"SD"
522;524;1.62;0.0;"SD"
524;526;1.77;0.0;"SD"
526;528;1.91;0.0;"SD"
528;530;1.63;0.0;"SD"
530;532;1.53;0.0;"SD"
532;534;2.02;0.0;"SD"
534;536;2.27;0.0;"SD"
536;538;2.8;0.0;"SD"
538;540;2.38;0.0;"SD"
540;542;2.16;0.0;"SD"
542;544;2.11;0.0;"SD"
544;546;1.83;0.0;"SD"
546;548;1.49;0.0;"SD"
548;550;2.76;0.0;"SD"
550;552;1.67;0.0;"SD"
552;554;2.16;0.0;"SD"
554;556;2.46;0.0;"SD"
556;558;2.05;0.0;"SD"
558;560;2.23;0.0;"SD"
560;562;1.47;0.0;"SD"
562;564;1.42;0.0;"SD"
564;566;1.86;0.0;"SD"
566;568;1.41;0.0;"SD"
568;570;1.67;0.0;"SD"
570;572;1.76;0.0;"SD"
572;574;1.45;0.0;"SD"
574;576;1.67;0.0;"SD"
576;393;2.14;0.0;"SD"
393;401;2.16;0.0;"SD"
401;399;3.23;0.0;"SD"
399;397;3.5;0.0;"SD"
397;395;3.29;0.0;"SD"
395;402;3.57;0.0;"SD"
402;404;4.34;0.0;"SD"
404;406;2.17;0.0;"SD"
406;408;4.83;0.0;"SD"
408;357;4.05;0.0;"SD"
357;355;3.91;0.0;"SD"
355;353;4.42;0.0;"SD"
353;361;3.94;0.0;"SD"
361;359;3.43;0.0;"SD"
359;391;3.69;0.0;"SD"
391;389;3.35;0.0;"SD"
389;387;4.86;0.0;"SD"
387;385;2.49;0.0;"SD"
385;383;3.83;0.0;"SD"
383;381;1.51;0.0;"SD"
381;379;1.56;0.0;"SD"
379;377;2.32;0.0;"SD"
377;375;1.64;0.0;"SD"
375;373;1.76;0.0;"SD"
373;371;1.75;0.0;"SD"
371;369;1.66;0.0;"SD"
369;367;1.64;0.0;"SD"
367;365;1.67;0.0;"SD"
365;363;1.19;0.0;"SD"
363;491;1.69;0.0;"SD"
491;489;1.51;0.0;"SD"
489;487;1.77;0.0;"SD"
487;485;1.43;0.0;"SD"
485;483;1.39;0.0;"SD"
483;481;1.53;0.0;"SD"
481;479;1.14;0.0;"SD"
479;477;1.73;0.0;"SD"
477;475;1.59;0.0;"SD"
475;473;1.03;0.0;"SD"
473;471;1.57;0.0;"SD"
471;469;1.79;0.0;"SD"
469;467;1.6;0.0;"SD"
467;465;0.87;0.0;"SD"
465;463;1.66;0.0;"SD"
463;461;1.47;0.0;"SD"
461;459;1.47;0.0;"SD"
459;457;1.49;0.0;"SD"
457;455;1.56;0.0;"SD"
455;453;1.65;0.0;"SD"
453;451;1.45;0.0;"SD"
451;449;1.25;0.0;"SD"
449;447;1.45;0.0;"SD"
447;445;1.46;0.0;"SD"
445;443;1.83;0.0;"SD"
443;441;1.34;0.0;"SD"
441;439;1.69;0.0;"SD"
439;437;1.29;0.0;"SD"
437;435;1.79;0.0;"SD"
435;433;1.39;0.0;"SD"
433;431;1.6;0.0;"SD"
431;429;1.23;0.0;"SD"
429;427;1.62;0.0;"SD"
427;425;1.51;0.0;"SD"
425;423;1.44;0.0;"SD"
423;421;1.56;0.0;"SD"
421;419;1.97;0.0;"SD"
419;417;1.7;0.0;"SD"
417;415;0.87;0.0;"SD"
415;413;1.63;0.0;"SD"
413;411;1.95;0.0;"SD"
578;580;7.19;0.0;"SD"
580;582;4.83;0.0;"SD"
582;584;4.29;0.0;"SD"
584;586;4.05;0.0;"SD"
586;588;2.33;0.0;"SD"
588;590;3.95;0.0;"SD"
590;592;3.51;0.0;"SD"
592;594;4.14;0.0;"SD"
594;596;2.34;0.0;"SD"
596;598;4.48;0.0;"SD"
598;600;3.19;0.0;"SD"
600;602;3.97;0.0;"SD"
602;604;3.29;0.0;"SD"
604;606;5.56;0.0;"SD"
606;608;6.02;0.0;"SD"
608;610;6.99;0.0;"SD"
610;612;7.99;0.0;"SD"
612;614;5.99;0.0;"SD"
614;616;7.48;0.0;"SD"
616;618;10.28;0.0;"SD"
618;620;11.14;0.0;"SD"
620;622;9.42;0.0;"SD"
622;624;9.54;0.0;"SD"
624;668;19.73;0.0;"SD"
668;626;4.53;0.0;"SD"
626;628;25.52;0.0;"SD"
628;630;16.22;0.0;"SD"
630;632;21.18;0.0;"SD"
632;634;6.29;0.0;"SD"
634;636;4.85;0.0;"SD"
636;638;4.52;0.0;"SD"
638;640;4.21;0.0;"SD"
640;642;6.97;0.0;"SD"
642;644;3.12;0.0;"SD"
644;646;4.36;0.0;"SD"
646;648;2.66;0.0;"SD"
648;650;3.48;0.0;"SD"
650;652;4.62;0.0;"SD"
605;603;5.62;0.0;"SD"
603;601;4.95;0.0;"SD"
601;599;4.53;0.0;"SD"
599;597;6.03;0.0;"SD"
597;595;5.33;0.0;"SD"
595;593;4.44;0.0;"SD"
593;591;6.28;0.0;"SD"
591;589;4.83;0.0;"SD"
589;587;5.47;0.0;"SD"
587;585;5.1;0.0;"SD"
585;583;6.23;0.0;"SD"
583;581;3.34;0.0;"SD"
581;579;5.13;0.0;"SD"
617;615;8.29;0.0;"SD"
615;613;8.25;0.0;"SD"
613;611;6.82;0.0;"SD"
611;609;7.6;0.0;"SD"
609;607;7.37;0.0;"SD"
607;605;5.84;0.0;"SD"
345;347;4.41;0.0;"SD"
347;349;6.98;0.0;"SD"
349;350;7.98;0.0;"SD"
350;627;43.14;0.0;"SD"
627;625;10.23;0.0;"SD"
625;623;9.96;0.0;"SD"
623;621;7.67;0.0;"SD"
621;619;6.54;0.0;"SD"
619;617;7.43;0.0;"SD"
468;0;1.59;0.0;"SD"
0;115;1.53;0.0;"SD"
