vi;vj;comprimento;demanda;tipo
172;170;2.09;0.0;"SD"
170;168;1.58;0.0;"SD"
168;166;1.66;0.0;"SD"
166;164;1.57;0.0;"SD"
164;162;1.67;0.0;"SD"
162;160;1.62;0.0;"SD"
160;158;1.8;0.0;"SD"
158;156;1.53;0.0;"SD"
156;154;1.83;0.0;"SD"
154;152;1.66;0.0;"SD"
152;150;1.66;0.0;"SD"
150;148;1.82;0.0;"SD"
148;146;2.13;0.0;"SD"
146;144;1.6;0.0;"SD"
144;142;1.62;0.0;"SD"
142;140;1.7;0.0;"SD"
140;138;1.34;0.0;"SD"
138;136;1.63;0.0;"SD"
136;134;1.52;0.0;"SD"
134;132;1.61;0.0;"SD"
132;130;1.6;0.0;"SD"
130;128;1.6;0.0;"SD"
128;126;1.86;0.0;"SD"
126;124;1.53;0.0;"SD"
124;122;1.58;0.0;"SD"
122;120;1.52;0.0;"SD"
120;118;1.78;0.0;"SD"
118;116;2.15;0.0;"SD"
116;114;1.43;0.0;"SD"
114;112;1.33;0.0;"SD"
112;110;1.42;0.0;"SD"
110;108;1.51;0.0;"SD"
108;106;1.58;0.0;"SD"
106;104;1.51;0.0;"SD"
104;102;1.42;0.0;"SD"
102;100;1.74;0.0;"SD"
100;98;1.47;0.0;"SD"
98;96;1.52;0.0;"SD"
96;94;1.62;0.0;"SD"
94;92;1.53;0.0;"SD"
92;90;1.38;0.0;"SD"
90;88;1.59;0.0;"SD"
88;86;1.59;0.0;"SD"
86;84;1.79;0.0;"SD"
84;82;1.59;0.0;"SD"
82;80;1.56;0.0;"SD"
80;78;1.55;0.0;"SD"
78;76;2.05;0.0;"SD"
76;74;1.89;0.0;"SD"
74;72;1.36;0.0;"SD"
72;70;1.55;0.0;"SD"
70;68;1.61;0.0;"SD"
68;66;2.23;0.0;"SD"
66;64;1.73;0.0;"SD"
64;62;1.79;0.0;"SD"
62;60;1.98;0.0;"SD"
60;58;1.23;0.0;"SD"
58;56;1.54;0.0;"SD"
56;54;2.0;0.0;"SD"
54;52;1.6;0.0;"SD"
52;50;1.92;0.0;"SD"
50;48;1.67;0.0;"SD"
48;46;1.9;0.0;"SD"
46;44;1.97;0.0;"SD"
44;42;1.68;0.0;"SD"
42;40;1.82;0.0;"SD"
40;38;1.92;0.0;"SD"
38;36;1.7;0.0;"SD"
36;34;1.57;0.0;"SD"
34;0;5.2;0.0;"SD"
33;35;5.06;0.0;"SD"
35;37;6.19;0.0;"SD"
37;39;6.08;0.0;"SD"
39;41;6.4;0.0;"SD"
41;43;6.53;0.0;"SD"
43;45;7.12;0.0;"SD"
45;47;7.14;0.0;"SD"
47;49;7.76;0.0;"SD"
49;51;8.96;0.0;"SD"
51;53;6.23;0.0;"SD"
53;55;8.33;0.0;"SD"
55;57;6.5;0.0;"SD"
57;59;10.13;0.0;"SD"
59;61;7.75;0.0;"SD"
61;63;8.28;0.0;"SD"
63;65;10.65;0.0;"SD"
65;67;8.47;0.0;"SD"
67;69;10.54;0.0;"SD"
69;71;10.04;0.0;"SD"
71;73;8.75;0.0;"SD"
73;75;13.28;0.0;"SD"
75;77;17.47;0.0;"SD"
77;645;52.0;0.0;"SD"
645;79;1.4;0.0;"SD"
79;81;7.0;0.0;"SD"
81;83;3.54;0.0;"SD"
83;85;1.76;0.0;"SD"
85;87;1.92;0.0;"SD"
87;89;2.14;0.0;"SD"
89;91;1.74;0.0;"SD"
91;93;2.77;0.0;"SD"
93;95;2.22;0.0;"SD"
95;97;2.03;0.0;"SD"
97;99;1.97;0.0;"SD"
99;101;1.87;0.0;"SD"
101;103;2.37;0.0;"SD"
103;105;1.69;0.0;"SD"
105;107;1.55;0.0;"SD"
107;109;3.44;0.0;"SD"
109;111;1.62;0.0;"SD"
111;113;2.68;0.0;"SD"
113;115;1.74;0.0;"SD"
115;117;1.73;0.0;"SD"
117;119;2.54;0.0;"SD"
119;121;2.14;0.0;"SD"
121;123;2.35;0.0;"SD"
123;125;1.93;0.0;"SD"
125;127;2.11;0.0;"SD"
127;129;1.93;0.0;"SD"
129;131;2.46;0.0;"SD"
131;133;2.05;0.0;"SD"
133;135;2.4;0.0;"SD"
135;137;2.01;0.0;"SD"
137;139;1.25;0.0;"SD"
139;141;3.05;0.0;"SD"
141;143;2.13;0.0;"SD"
143;145;2.67;0.0;"SD"
145;147;2.15;0.0;"SD"
147;149;2.03;0.0;"SD"
149;151;2.01;0.0;"SD"
151;153;1.98;0.0;"SD"
153;155;2.34;0.0;"SD"
155;157;3.51;0.0;"SD"
157;159;2.09;0.0;"SD"
159;161;3.71;0.0;"SD"
161;163;2.53;0.0;"SD"
163;165;1.53;0.0;"SD"
165;167;4.61;0.0;"SD"
167;169;4.51;0.0;"SD"
169;171;2.29;0.0;"SD"
171;173;3.12;0.0;"SD"
173;175;2.47;0.0;"SD"
175;177;3.03;0.0;"SD"
177;179;5.0;0.0;"SD"
179;181;4.38;0.0;"SD"
181;183;4.93;0.0;"SD"
183;185;4.98;0.0;"SD"
185;187;3.49;0.0;"SD"
187;189;4.74;0.0;"SD"
189;191;3.65;0.0;"SD"
191;193;4.71;0.0;"SD"
193;195;4.4;0.0;"SD"
195;197;4.02;0.0;"SD"
197;199;4.64;0.0;"SD"
199;201;5.3;0.0;"SD"
201;203;4.64;0.0;"SD"
203;205;4.92;0.0;"SD"
205;207;5.01;0.0;"SD"
207;209;3.99;0.0;"SD"
209;211;6.92;0.0;"SD"
211;213;5.55;0.0;"SD"
213;215;6.3;0.0;"SD"
215;217;5.04;0.0;"SD"
217;219;5.64;0.0;"SD"
219;221;4.54;0.0;"SD"
221;223;8.88;0.0;"SD"
223;225;9.85;0.0;"SD"
225;227;8.18;0.0;"SD"
227;229;134.3;0.0;"SD"
229;231;16.5;0.0;"SD"
231;233;10.38;0.0;"SD"
233;235;15.59;0.0;"SD"
235;237;20.79;0.0;"SD"
237;239;19.05;0.0;"SD"
239;241;11.54;0.0;"SD"
241;243;31.72;0.0;"SD"
